Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,First_Name,Last_Name,Team_Norm,Stat_Type,Roster_Index,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Y/G,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Rushing_Y/G,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Avg,Scrimmage_TD
33.0,Amare Thomas,Houston,Big 12,9.0,,,,,,,,,,,,,,,amare,thomas,houston,Receiving,656,40.0,634.0,15.9,7.0,70.4,3.0,9.0,3.0,0.0,1.0,43.0,643.0,15.0,7.0
34.0,Cortez Braham,Memphis,American,9.0,,,,,,,,,,,,,,,cortez,braham,memphis,Receiving,9275,39.0,632.0,16.2,7.0,70.2,0.0,0.0,,0.0,0.0,39.0,632.0,16.2,7.0
35.0,Malachi Toney,Miami (FL),ACC,8.0,,,,,,,,,,,,,,,malachi,toney,miami (fl),Receiving,9355,52.0,632.0,12.2,3.0,79.0,5.0,26.0,5.2,1.0,3.3,57.0,658.0,11.5,4.0
36.0,Easton Messer,Florida Atlantic,American,8.0,,,,,,,,,,,,,,,easton,messer,florida atlantic,Receiving,6397,68.0,631.0,9.3,1.0,78.9,1.0,4.0,4.0,0.0,0.5,69.0,635.0,9.2,1.0
37.0,Trent Walker,Oregon State,Ind,9.0,,,,,,,,,,,,,,,trent,walker,oregon state,Receiving,11918,52.0,631.0,12.1,0.0,70.1,0.0,0.0,,0.0,0.0,52.0,631.0,12.1,0.0
38.0,Jayce Brown,Kansas State,Big 12,9.0,,,,,,,,,,,,,,,jayce,brown,kansas state,Receiving,436,38.0,630.0,16.6,4.0,70.0,7.0,116.0,16.6,1.0,12.9,45.0,746.0,16.6,5.0
39.0,Ian Strong,Rutgers,Big Ten,7.0,,,,,,,,,,,,,,,ian,strong,rutgers,Receiving,647,43.0,628.0,14.6,2.0,89.7,0.0,0.0,,0.0,0.0,43.0,628.0,14.6,2.0
40.0,Jordyn Tyson,Arizona State,Big 12,7.0,,,,,,,,,,,,,,,jordyn,tyson,arizona state,Receiving,660,57.0,628.0,11.0,8.0,89.7,2.0,4.0,2.0,1.0,0.6,59.0,632.0,10.7,9.0
41.0,Tre Brown,Old Dominion,Sun Belt,9.0,,,,,,,,,,,,,,,tre,brown,old dominion,Receiving,2257,29.0,623.0,21.5,4.0,69.2,0.0,0.0,,0.0,0.0,29.0,623.0,21.5,4.0
42.0,Anthony Smith,East Carolina,American,8.0,,,,,,,,,,,,,,,anthony,smith,east carolina,Receiving,637,36.0,614.0,17.1,3.0,76.8,1.0,45.0,45.0,1.0,5.6,37.0,659.0,17.8,4.0
43.0,Jordan Napier,San Diego State,MWC,8.0,,,,,,,,,,,,,,,jordan,napier,san diego state,Receiving,12607,45.0,610.0,13.6,2.0,76.3,11.0,40.0,3.6,1.0,5.0,56.0,650.0,11.6,3.0
44.0,Elijah Sarratt,Indiana,Big Ten,9.0,,,,,,,,,,,,,,,elijah,sarratt,indiana,Receiving,315,45.0,609.0,13.5,10.0,67.7,0.0,0.0,,0.0,0.0,45.0,609.0,13.5,10.0
45.0,Chauncy Cobb,Arkansas State,Sun Belt,9.0,,,,,,,,,,,,,,,chauncy,cobb,arkansas state,Receiving,4072,56.0,608.0,10.9,0.0,67.6,0.0,0.0,,0.0,0.0,56.0,608.0,10.9,0.0
46.0,Michael Trigg,Baylor,Big 12,9.0,,,,,,,,,,,,,,,michael,trigg,baylor,Receiving,365,40.0,607.0,15.2,6.0,67.4,0.0,0.0,,0.0,0.0,40.0,607.0,15.2,6.0
47.0,Jackson Harris,Hawaii,MWC,8.0,,,,,,,,,,,,,,,jackson,harris,hawaii,Receiving,7174,35.0,601.0,17.2,7.0,75.1,0.0,0.0,,0.0,0.0,35.0,601.0,17.2,7.0
48.0,CJ Williams,Stanford,ACC,9.0,,,,,,,,,,,,,,,cj,williams,stanford,Receiving,15261,47.0,598.0,12.7,4.0,66.4,0.0,0.0,,0.0,0.0,47.0,598.0,12.7,4.0
49.0,Pofele Ashlock,Hawaii,MWC,9.0,,,,,,,,,,,,,,,pofele,ashlock,hawaii,Receiving,1700,55.0,598.0,10.9,6.0,66.4,0.0,0.0,,0.0,0.0,55.0,598.0,10.9,6.0
50.0,Caleb Douglas,Texas Tech,Big 12,9.0,,,,,,,,,,,,,,,caleb,douglas,texas tech,Receiving,107,41.0,594.0,14.5,4.0,66.0,0.0,0.0,,0.0,0.0,41.0,594.0,14.5,4.0
51.0,Ryan Wingo,Texas,SEC,9.0,,,,,,,,,,,,,,,ryan,wingo,texas,Receiving,1061,31.0,593.0,19.1,5.0,65.9,5.0,42.0,8.4,0.0,4.7,36.0,635.0,17.6,5.0
52.0,Chase Roberts,BYU,Big 12,8.0,,,,,,,,,,,,,,,chase,roberts,brigham young,Receiving,300,32.0,591.0,18.5,4.0,73.9,0.0,0.0,,0.0,0.0,32.0,591.0,18.5,4.0
53.0,Nik McMillan,Buffalo,MAC,9.0,,,,,,,,,,,,,,,nik,mcmillan,buffalo,Receiving,4934,42.0,590.0,14.0,1.0,65.6,0.0,0.0,,0.0,0.0,42.0,590.0,14.0,1.0
54.0,Iverson Hooks,UAB,American,8.0,,,,,,,,,,,,,,,iverson,hooks,alabama-birmingham,Receiving,14528,45.0,588.0,13.1,5.0,73.5,0.0,0.0,,0.0,0.0,45.0,588.0,13.1,5.0
55.0,Kyri Shoels,San Jose State,MWC,8.0,,,,,,,,,,,,,,,kyri,shoels,san jose state,Receiving,12709,46.0,587.0,12.8,2.0,73.4,0.0,0.0,,0.0,0.0,46.0,587.0,12.8,2.0
56.0,Jaden Bradley,Nevada-Las Vegas,MWC,8.0,,,,,,,,,,,,,,,jaden,bradley,nevada las vegas,Receiving,10446,34.0,586.0,17.2,3.0,73.3,0.0,0.0,,0.0,0.0,34.0,586.0,17.2,3.0
57.0,Victor Snow,Buffalo,MAC,9.0,,,,,,,,,,,,,,,victor,snow,buffalo,Receiving,4933,45.0,586.0,13.0,7.0,65.1,8.0,47.0,5.9,2.0,5.2,53.0,633.0,11.9,9.0
58.0,Romello Brinson,SMU,ACC,9.0,,,,,,,,,,,,,,,romello,brinson,southern methodist,Receiving,42,40.0,582.0,14.6,3.0,64.7,1.0,4.0,4.0,0.0,0.4,41.0,586.0,14.3,3.0
59.0,Josh Cameron,Baylor,Big 12,9.0,,,,,,,,,,,,,,,josh,cameron,baylor,Receiving,58,47.0,581.0,12.4,5.0,64.6,0.0,0.0,,0.0,0.0,47.0,581.0,12.4,5.0
60.0,Eli Heidenreich,Navy,American,8.0,,,,,,,,,,,,,,,eli,heidenreich,navy,Receiving,10111,31.0,575.0,18.5,4.0,71.9,49.0,342.0,7.0,3.0,42.8,80.0,917.0,11.5,7.0
61.0,Emmanuel Henderson,Kansas,Big 12,9.0,,,,,,,,,,,,,,,emmanuel,henderson,kansas,Receiving,1625,36.0,573.0,15.9,4.0,63.7,3.0,7.0,2.3,0.0,0.8,39.0,580.0,14.9,4.0
62.0,Keagan Johnson,New Mexico,MWC,8.0,,,,,,,,,,,,,,,keagan,johnson,new mexico,Receiving,10548,45.0,573.0,12.7,3.0,71.6,2.0,9.0,4.5,0.0,1.1,47.0,582.0,12.4,3.0
63.0,Kenny Johnson,Pitt,ACC,9.0,,,,,,,,,,,,,,,kenny,johnson,pittsburgh,Receiving,528,37.0,573.0,15.5,4.0,63.7,1.0,9.0,9.0,0.0,1.0,38.0,582.0,15.3,4.0
64.0,Griffin Wilde,Northwestern,Big Ten,8.0,,,,,,,,,,,,,,,griffin,wilde,northwestern,Receiving,676,39.0,570.0,14.6,4.0,71.3,1.0,5.0,5.0,0.0,0.6,40.0,575.0,14.4,4.0
65.0,Matthew Henry,Western Kentucky,CUSA,9.0,,,,,,,,,,,,,,,matthew,henry,western kentucky,Receiving,16023,35.0,568.0,16.2,5.0,63.1,3.0,-6.0,-2.0,0.0,-0.7,38.0,562.0,14.8,5.0
66.0,Kevin Coleman Jr.,Missouri,SEC,8.0,,,,,,,,,,,,,,,kevin,coleman,missouri,Receiving,74,51.0,558.0,10.9,1.0,69.8,5.0,49.0,9.8,0.0,6.1,56.0,607.0,10.8,1.0
67.0,Nyziah Hunter,Nebraska,Big Ten,9.0,,,,,,,,,,,,,,,nyziah,hunter,nebraska,Receiving,975,38.0,555.0,14.6,5.0,61.7,1.0,-3.0,-3.0,0.0,-0.3,39.0,552.0,14.2,5.0
68.0,Kyre Duplessis,Delaware,CUSA,8.0,,,,,,,,,,,,,,,kyre,duplessis,delaware,Receiving,,40.0,554.0,13.9,4.0,69.3,3.0,19.0,6.3,0.0,2.4,43.0,573.0,13.3,4.0
69.0,Nick Marsh,Michigan State,Big Ten,9.0,,,,,,,,,,,,,,,nick,marsh,michigan state,Receiving,991,46.0,554.0,12.0,5.0,61.6,2.0,15.0,7.5,0.0,1.7,48.0,569.0,11.9,5.0
70.0,Na'eem Abdul-Rahim Gladding,Old Dominion,Sun Belt,9.0,,,,,,,,,,,,,,,na'eem,abdul-rahim gladding,old dominion,Receiving,11672,40.0,551.0,13.8,6.0,61.2,0.0,0.0,,0.0,0.0,40.0,551.0,13.8,6.0
71.0,Eli Stowers,Vanderbilt,SEC,9.0,,,,,,,,,,,,,,,eli,stowers,vanderbilt,Receiving,341,39.0,547.0,14.0,4.0,60.8,1.0,4.0,4.0,0.0,0.4,40.0,551.0,13.8,4.0
72.0,Kevin Concepcion,Texas A&M,SEC,8.0,,,,,,,,,,,,,,,kevin,concepcion,texas a&m,Receiving,1598,36.0,545.0,15.1,7.0,68.1,5.0,47.0,9.4,0.0,5.9,41.0,592.0,14.4,7.0
73.0,Trell Harris,Virginia,ACC,9.0,,,,,,,,,,,,,,,trell,harris,virginia,Receiving,15416,37.0,545.0,14.7,4.0,60.6,0.0,0.0,,0.0,0.0,37.0,545.0,14.7,4.0
74.0,Cameron Dorner,North Texas,American,9.0,,,,,,,,,,,,,,,cameron,dorner,north texas,Receiving,10946,35.0,544.0,15.5,4.0,60.4,1.0,2.0,2.0,0.0,0.2,36.0,546.0,15.2,4.0
75.0,Jacob De Jesus,California,ACC,9.0,,,,,,,,,,,,,,,jacob,de jesus,california,Receiving,5136,57.0,541.0,9.5,3.0,60.1,4.0,-6.0,-1.5,0.0,-0.7,61.0,535.0,8.8,3.0
76.0,Javen Nicholas,Charlotte,American,8.0,,,,,,,,,,,,,,,javen,nicholas,charlotte,Receiving,5341,41.0,541.0,13.2,3.0,67.6,4.0,28.0,7.0,0.0,3.5,45.0,569.0,12.6,3.0
77.0,Bryant Wesco Jr.,Clemson,ACC,7.0,,,,,,,,,,,,,,,bryant,wesco,clemson,Receiving,1980,31.0,537.0,17.3,6.0,76.7,1.0,4.0,4.0,0.0,0.6,32.0,541.0,16.9,6.0
78.0,Cade Harris,Air Force,MWC,8.0,,,,,,,,,,,,,,,cade,harris,air force,Receiving,3395,29.0,536.0,18.5,2.0,67.0,51.0,293.0,5.7,4.0,36.6,80.0,829.0,10.4,6.0
79.0,Corey Rucker,Arkansas State,Sun Belt,9.0,,,,,,,,,,,,,,,corey,rucker,arkansas state,Receiving,4073,44.0,533.0,12.1,1.0,59.2,3.0,12.0,4.0,0.0,1.3,47.0,545.0,11.6,1.0
80.0,Ja'Cory Thomas,Old Dominion,Sun Belt,8.0,,,,,,,,,,,,,,,ja'cory,thomas,old dominion,Receiving,11674,30.0,532.0,17.7,4.0,66.5,0.0,0.0,,0.0,0.0,30.0,532.0,17.7,4.0
81.0,Omari Kelly,Michigan State,Big Ten,9.0,,,,,,,,,,,,,,,omari,kelly,michigan state,Receiving,9621,38.0,529.0,13.9,1.0,58.8,4.0,21.0,5.3,0.0,2.3,42.0,550.0,13.1,1.0
82.0,Trond Grizzell,California,ACC,9.0,,,,,,,,,,,,,,,trond,grizzell,california,Receiving,5137,34.0,528.0,15.5,1.0,58.7,0.0,0.0,,0.0,0.0,34.0,528.0,15.5,1.0
83.0,Terrell Anderson,North Carolina State,ACC,9.0,,,,,,,,,,,,,,,terrell,anderson,north carolina state,Receiving,913,28.0,527.0,18.8,4.0,58.6,0.0,0.0,,0.0,0.0,28.0,527.0,18.8,4.0
84.0,Germie Bernard,Alabama,SEC,8.0,,,,,,,,,,,,,,,germie,bernard,alabama,Receiving,32,38.0,526.0,13.8,6.0,65.8,15.0,94.0,6.3,2.0,11.8,53.0,620.0,11.7,8.0
85.0,Raphael Williams,Pitt,ACC,9.0,,,,,,,,,,,,,,,raphael,williams,pittsburgh,Receiving,12086,36.0,525.0,14.6,6.0,58.3,1.0,4.0,4.0,0.0,0.4,37.0,529.0,14.3,6.0
86.0,Sean Brown,Duke,ACC,8.0,,,,,,,,,,,,,,,sean,brown,duke,Receiving,48,37.0,523.0,14.1,3.0,65.4,0.0,0.0,,0.0,0.0,37.0,523.0,14.1,3.0
87.0,Omarion Miller,Colorado,Big 12,8.0,,,,,,,,,,,,,,,omarion,miller,colorado,Receiving,747,28.0,521.0,18.6,6.0,65.1,0.0,0.0,,0.0,0.0,28.0,521.0,18.6,6.0
88.0,Jordan Faison,Notre Dame,Ind,8.0,,,,,,,,,,,,,,,jordan,faison,notre dame,Receiving,11223,39.0,518.0,13.3,2.0,64.8,1.0,-8.0,-8.0,0.0,-1.0,40.0,510.0,12.8,2.0
89.0,Josh Meredith,Washington State,Ind,9.0,,,,,,,,,,,,,,,josh,meredith,washington state,Receiving,15805,39.0,516.0,13.2,2.0,57.3,0.0,0.0,,0.0,0.0,39.0,516.0,13.2,2.0
90.0,Parker Kingston,BYU,Big 12,8.0,,,,,,,,,,,,,,,parker,kingston,brigham young,Receiving,5038,34.0,516.0,15.2,4.0,64.5,14.0,78.0,5.6,2.0,9.8,48.0,594.0,12.4,6.0
91.0,Cyrus Allen,Cincinnati,Big 12,9.0,,,,,,,,,,,,,,,cyrus,allen,cincinnati,Receiving,6,36.0,514.0,14.3,10.0,57.1,5.0,34.0,6.8,0.0,3.8,41.0,548.0,13.4,10.0
92.0,Chris Dawn Jr.,Texas State,Sun Belt,7.0,,,,,,,,,,,,,,,chris,dawn,texas state,Receiving,,27.0,511.0,18.9,0.0,73.0,1.0,-2.0,-2.0,0.0,-0.3,28.0,509.0,18.2,0.0
93.0,Demarcus Lacey,Marshall,Sun Belt,8.0,,,,,,,,,,,,,,,demarcus,lacey,marshall,Receiving,8987,40.0,508.0,12.7,4.0,63.5,13.0,111.0,8.5,0.0,13.9,53.0,619.0,11.7,4.0
94.0,Tanner Koziol,Houston,Big 12,9.0,,,,,,,,,,,,,,,tanner,koziol,houston,Receiving,203,48.0,504.0,10.5,5.0,56.0,0.0,0.0,,0.0,0.0,48.0,504.0,10.5,5.0
95.0,Micahi Danzy,Florida State,ACC,8.0,,,,,,,,,,,,,,,micahi,danzy,florida state,Receiving,1182,21.0,503.0,24.0,2.0,62.9,8.0,168.0,21.0,3.0,21.0,29.0,671.0,23.1,5.0
96.0,Johntay Cook II,Syracuse,ACC,9.0,,,,,,,,,,,,,,,johntay,cook,syracuse,Receiving,1599,39.0,501.0,12.8,2.0,55.7,1.0,18.0,18.0,0.0,2.0,40.0,519.0,13.0,2.0
97.0,Leland Smith,San Jose State,MWC,8.0,,,,,,,,,,,,,,,leland,smith,san jose state,Receiving,12710,28.0,499.0,17.8,3.0,62.4,0.0,0.0,,0.0,0.0,28.0,499.0,17.8,3.0
98.0,T.J. Moore,Clemson,ACC,8.0,,,,,,,,,,,,,,,t.j.,moore,clemson,Receiving,1004,28.0,499.0,17.8,4.0,62.4,2.0,8.0,4.0,0.0,1.0,30.0,507.0,16.9,4.0
99.0,Ryan Williams,Alabama,SEC,7.0,,,,,,,,,,,,,,,ryan,williams,alabama,Receiving,1054,33.0,495.0,15.0,3.0,70.7,1.0,16.0,16.0,0.0,2.3,34.0,511.0,15.0,3.0
100.0,Gabriel Benyard,Kennesaw State,CUSA,8.0,,,,,,,,,,,,,,,gabriel,benyard,kennesaw state,Receiving,8148,35.0,494.0,14.1,3.0,61.8,9.0,68.0,7.6,1.0,8.5,44.0,562.0,12.8,4.0
101.0,Jordan Dwyer,Texas Christian,Big 12,8.0,,,,,,,,,,,,,,,jordan,dwyer,texas christian,Receiving,466,35.0,494.0,14.1,3.0,61.8,0.0,0.0,,0.0,0.0,35.0,494.0,14.1,3.0
102.0,Chris Barnes,Wake Forest,ACC,8.0,,,,,,,,,,,,,,,chris,barnes,wake forest,Receiving,15606,32.0,492.0,15.4,3.0,61.5,10.0,52.0,5.2,0.0,6.5,42.0,544.0,13.0,3.0
103.0,Harrison Wallace III,Ole Miss,SEC,9.0,,,,,,,,,,,,,,,harrison,wallace,mississippi,Receiving,11756,28.0,492.0,17.6,2.0,54.7,2.0,-5.0,-2.5,0.0,-0.6,30.0,487.0,16.2,2.0
104.0,Jordan Hudson,SMU,ACC,7.0,,,,,,,,,,,,,,,jordan,hudson,southern methodist,Receiving,166,37.0,491.0,13.3,3.0,70.1,1.0,6.0,6.0,0.0,0.9,38.0,497.0,13.1,3.0
105.0,K.D. Hutchinson,Western Kentucky,CUSA,9.0,,,,,,,,,,,,,,,k.d.,hutchinson,western kentucky,Receiving,16022,43.0,490.0,11.4,3.0,54.4,8.0,42.0,5.3,1.0,4.7,51.0,532.0,10.4,4.0
106.0,Donovan Faupel,New Mexico State,CUSA,8.0,,,,,,,,,,,,,,,donovan,faupel,new mexico state,Receiving,10651,39.0,476.0,12.2,3.0,59.5,0.0,0.0,,0.0,0.0,39.0,476.0,12.2,3.0
107.0,DT Sheffield,Rutgers,Big Ten,9.0,,,,,,,,,,,,,,,dt,sheffield,rutgers,Receiving,12412,36.0,476.0,13.2,3.0,52.9,0.0,0.0,,0.0,0.0,36.0,476.0,13.2,3.0
108.0,Cam Coleman,Auburn,SEC,9.0,,,,,,,,,,,,,,,cam,coleman,auburn,Receiving,939,37.0,474.0,12.8,3.0,52.7,0.0,0.0,,0.0,0.0,37.0,474.0,12.8,3.0
109.0,Yannick Smith,East Carolina,American,8.0,,,,,,,,,,,,,,,yannick,smith,east carolina,Receiving,2455,35.0,474.0,13.5,4.0,59.3,0.0,0.0,,0.0,0.0,35.0,474.0,13.5,4.0
110.0,Zachariah Branch,Georgia,SEC,8.0,,,,,,,,,,,,,,,zachariah,branch,georgia,Receiving,433,45.0,474.0,10.5,2.0,59.3,4.0,7.0,1.8,0.0,0.9,49.0,481.0,9.8,2.0
111.0,Jayshon Platt,Florida Atlantic,American,8.0,,,,,,,,,,,,,,,jayshon,platt,florida atlantic,Receiving,6399,31.0,471.0,15.2,3.0,58.9,3.0,36.0,12.0,1.0,4.5,34.0,507.0,14.9,4.0
112.0,DeAree Rogers,Northern Illinois,MAC,9.0,,,,,,,,,,,,,,,dearee,rogers,northern illinois,Receiving,11055,41.0,468.0,11.4,3.0,52.0,1.0,22.0,22.0,0.0,2.4,42.0,490.0,11.7,3.0
113.0,Chris Marshall,Boise State,MWC,8.0,,,,,,,,,,,,,,,chris,marshall,boise state,Receiving,557,24.0,467.0,19.5,2.0,58.4,0.0,0.0,,0.0,0.0,24.0,467.0,19.5,2.0
114.0,Chas Nimrod,South Florida,American,6.0,,,,,,,,,,,,,,,chas,nimrod,south florida,Receiving,13100,23.0,466.0,20.3,3.0,77.7,0.0,0.0,,0.0,0.0,23.0,466.0,20.3,3.0
115.0,Coy Eakin,Texas Tech,Big 12,9.0,,,,,,,,,,,,,,,coy,eakin,texas tech,Receiving,14003,35.0,460.0,13.1,4.0,51.1,0.0,0.0,,0.0,0.0,35.0,460.0,13.1,4.0
116.0,Devin McCuin,UTSA,American,8.0,,,,,,,,,,,,,,,devin,mccuin,utsa,Receiving,15205,43.0,460.0,10.7,6.0,57.5,2.0,11.0,5.5,0.0,1.4,45.0,471.0,10.5,6.0
117.0,Ashtyn Hawkins,Baylor,Big 12,9.0,,,,,,,,,,,,,,,ashtyn,hawkins,baylor,Receiving,4511,42.0,459.0,10.9,0.0,51.0,0.0,0.0,,0.0,0.0,42.0,459.0,10.9,0.0
118.0,Darrell Gill Jr.,Syracuse,ACC,9.0,,,,,,,,,,,,,,,darrell,gill,syracuse,Receiving,,27.0,459.0,17.0,5.0,51.0,1.0,1.0,1.0,0.0,0.1,28.0,460.0,16.4,5.0
119.0,Jaron Tibbs,Kansas State,Big 12,9.0,,,,,,,,,,,,,,,jaron,tibbs,kansas state,Receiving,8050,35.0,457.0,13.1,3.0,50.8,0.0,0.0,,0.0,0.0,35.0,457.0,13.1,3.0
120.0,Michael Jackson III,Purdue,Big Ten,9.0,,,,,,,,,,,,,,,michael,jackson,purdue,Receiving,12190,50.0,456.0,9.1,1.0,50.7,3.0,-5.0,-1.7,0.0,-0.6,53.0,451.0,8.5,1.0
121.0,Dorian Thomas,New Mexico,MWC,9.0,,,,,,,,,,,,,,,dorian,thomas,new mexico,Receiving,10540,43.0,452.0,10.5,4.0,50.2,0.0,0.0,,0.0,0.0,43.0,452.0,10.5,4.0
122.0,Keshaun Singleton,South Florida,American,8.0,,,,,,,,,,,,,,,keshaun,singleton,south florida,Receiving,13098,29.0,451.0,15.6,3.0,56.4,0.0,0.0,,0.0,0.0,29.0,451.0,15.6,3.0
123.0,Vernell Brown III,Florida,SEC,7.0,,,,,,,,,,,,,,,vernell,brown,florida,Receiving,6294,32.0,451.0,14.1,0.0,64.4,1.0,14.0,14.0,0.0,2.0,33.0,465.0,14.1,0.0
124.0,Jamari Hawkins,Memphis,American,9.0,,,,,,,,,,,,,,,jamari,hawkins,memphis,Receiving,9276,25.0,450.0,18.0,0.0,50.0,2.0,7.0,3.5,0.0,0.8,27.0,457.0,16.9,0.0
125.0,Deuce Alexander,Ole Miss,SEC,9.0,,,,,,,,,,,,,,,deuce,alexander,mississippi,Receiving,11757,27.0,446.0,16.5,1.0,49.6,15.0,110.0,7.3,0.0,12.2,42.0,556.0,13.2,1.0
126.0,Ja'Kobi Lane,USC,Big Ten,7.0,,,,,,,,,,,,,,,ja'kobi,lane,southern california,Receiving,541,26.0,446.0,17.2,3.0,63.7,0.0,0.0,,0.0,0.0,26.0,446.0,17.2,3.0
127.0,Jaden Barnes,Appalachian State,Sun Belt,8.0,,,,,,,,,,,,,,,jaden,barnes,appalachian state,Receiving,3684,41.0,445.0,10.9,6.0,55.6,0.0,0.0,,0.0,0.0,41.0,445.0,10.9,6.0
128.0,Sean Wilson,Delaware,CUSA,8.0,,,,,,,,,,,,,,,sean,wilson,delaware,Receiving,6404,36.0,445.0,12.4,2.0,55.6,0.0,0.0,,0.0,0.0,36.0,445.0,12.4,2.0
129.0,Cam Vaughn,West Virginia,Big 12,9.0,,,,,,,,,,,,,,,cam,vaughn,west virginia,Receiving,2215,28.0,444.0,15.9,4.0,49.3,1.0,3.0,3.0,0.0,0.3,29.0,447.0,15.4,4.0
130.0,Dakorien Moore,Oregon,Big Ten,8.0,,,,,,,,,,,,,,,dakorien,moore,oregon,Receiving,1335,28.0,443.0,15.8,3.0,55.4,4.0,49.0,12.3,1.0,6.1,32.0,492.0,15.4,4.0
131.0,Asaad Waseem,Florida Atlantic,American,8.0,,,,,,,,,,,,,,,asaad,waseem,florida atlantic,Receiving,6398,35.0,439.0,12.5,5.0,54.9,1.0,-7.0,-7.0,0.0,-0.9,36.0,432.0,12.0,5.0
132.0,Kajiya Hollawayne,Temple,American,9.0,,,,,,,,,,,,,,,kajiya,hollawayne,temple,Receiving,13511,33.0,439.0,13.3,6.0,48.8,0.0,0.0,,0.0,0.0,33.0,439.0,13.3,6.0
133.0,Landon Ellis,James Madison,Sun Belt,8.0,,,,,,,,,,,,,,,landon,ellis,james madison,Receiving,7866,27.0,437.0,16.2,5.0,54.6,0.0,0.0,,0.0,0.0,27.0,437.0,16.2,5.0
134.0,Dae'Quan Wright,Ole Miss,SEC,9.0,,,,,,,,,,,,,,,dae'quan,wright,mississippi,Receiving,11751,24.0,436.0,18.2,4.0,48.4,1.0,2.0,2.0,0.0,0.2,25.0,438.0,17.5,4.0
135.0,Donte Lee Jr.,Liberty,CUSA,8.0,,,,,,,,,,,,,,,donte,lee,liberty,Receiving,,23.0,436.0,19.0,4.0,54.5,0.0,0.0,,0.0,0.0,23.0,436.0,19.0,4.0
136.0,Deion Burks,Oklahoma,SEC,9.0,,,,,,,,,,,,,,,deion,burks,oklahoma,Receiving,50,42.0,435.0,10.4,2.0,48.3,5.0,-3.0,-0.6,0.0,-0.3,47.0,432.0,9.2,2.0
137.0,Reginald Virgil,Texas Tech,Big 12,9.0,,,,,,,,,,,,,,,reginald,virgil,texas tech,Receiving,14002,37.0,435.0,11.8,5.0,48.3,0.0,0.0,,0.0,0.0,37.0,435.0,11.8,5.0
138.0,Kole Wilson,Baylor,Big 12,9.0,,,,,,,,,,,,,,,kole,wilson,baylor,Receiving,4513,32.0,433.0,13.5,4.0,48.1,2.0,-4.0,-2.0,0.0,-0.4,34.0,429.0,12.6,4.0
139.0,Brady Boyd,Utah State,MWC,8.0,,,,,,,,,,,,,,,brady,boyd,utah state,Receiving,14991,29.0,431.0,14.9,3.0,53.9,2.0,10.0,5.0,0.0,1.3,31.0,441.0,14.2,3.0
140.0,Raylen Sharpe,Arkansas,SEC,9.0,,,,,,,,,,,,,,,raylen,sharpe,arkansas,Receiving,3955,30.0,427.0,14.2,3.0,47.4,1.0,41.0,41.0,0.0,4.6,31.0,468.0,15.1,3.0
141.0,Jahmal Edrine,Virginia,ACC,9.0,,,,,,,,,,,,,,,jahmal,edrine,virginia,Receiving,15417,34.0,425.0,12.5,1.0,47.2,0.0,0.0,,0.0,0.0,34.0,425.0,12.5,1.0
142.0,Nahzae Cox,Middle Tennessee State,CUSA,8.0,,,,,,,,,,,,,,,nahzae,cox,middle tennessee state,Receiving,9723,35.0,424.0,12.1,5.0,53.0,0.0,0.0,,0.0,0.0,35.0,424.0,12.1,5.0
143.0,Caullin Lacy,Louisville,ACC,8.0,,,,,,,,,,,,,,,caullin,lacy,louisville,Receiving,204,44.0,422.0,9.6,2.0,52.8,10.0,19.0,1.9,0.0,2.4,54.0,441.0,8.2,2.0
144.0,Collin Dixon,Illinois,Big Ten,9.0,,,,,,,,,,,,,,,collin,dixon,illinois,Receiving,7368,27.0,422.0,15.6,5.0,46.9,2.0,5.0,2.5,0.0,0.6,29.0,427.0,14.7,5.0
145.0,Bryce Farrell,Stanford,ACC,9.0,,,,,,,,,,,,,,,bryce,farrell,stanford,Receiving,13296,26.0,421.0,16.2,1.0,46.8,3.0,13.0,4.3,0.0,1.4,29.0,434.0,15.0,1.0
146.0,Shaleak Knotts,Maryland,Big Ten,8.0,,,,,,,,,,,,,,,shaleak,knotts,maryland,Receiving,9077,26.0,421.0,16.2,5.0,52.6,0.0,0.0,,0.0,0.0,26.0,421.0,16.2,5.0
147.0,Kenny Odom,UTEP,CUSA,7.0,,,,,,,,,,,,,,,kenny,odom,utep,Receiving,15088,42.0,418.0,10.0,4.0,59.7,9.0,63.0,7.0,0.0,9.0,51.0,481.0,9.4,4.0
148.0,Kyan Mason,Akron,MAC,10.0,,,,,,,,,,,,,,,kyan,mason,akron,Receiving,3500,29.0,418.0,14.4,5.0,41.8,1.0,-1.0,-1.0,0.0,-0.1,30.0,417.0,13.9,5.0
149.0,Reed Harris,Boston College,ACC,9.0,,,,,,,,,,,,,,,reed,harris,boston,Receiving,4726,26.0,418.0,16.1,4.0,46.4,1.0,-4.0,-4.0,0.0,-0.4,27.0,414.0,15.3,4.0
150.0,Zion Booker,Tulsa,American,8.0,,,,,,,,,,,,,,,zion,booker,tulsa,Receiving,14426,46.0,418.0,9.1,2.0,52.3,5.0,24.0,4.8,0.0,3.0,51.0,442.0,8.7,2.0
