2025-11-05 14:36:18 - Starting Chrome browser...
2025-11-05 14:36:20 - 
Processing 1970...
2025-11-05 14:36:20 -   Scraping: crd 1970...
2025-11-06 09:04:28 -     Found 59 players
2025-11-06 09:04:35 -     Found 60 players
2025-11-06 09:04:39 -     Found 59 players
2025-11-06 09:04:43 -     Found 62 players
2025-11-06 09:04:48 -     Found 64 players
2025-11-06 09:04:55 -     Found 61 players
2025-11-06 09:05:02 -     Found 54 players
2025-11-06 09:05:06 -     Found 59 players
2025-11-06 09:05:14 -     Found 58 players
2025-11-06 09:05:19 -     Found 58 players
2025-11-06 09:05:28 -     Found 62 players
2025-11-06 09:05:32 -     Found 57 players
2025-11-06 09:05:36 -     Found 58 players
2025-11-06 09:05:40 -     Found 64 players
2025-11-06 09:05:48 -     Found 56 players
2025-11-06 09:05:54 -     Found 56 players
2025-11-06 09:05:59 -     Found 62 players
2025-11-06 09:06:06 -     Found 56 players
2025-11-06 09:06:10 -     Found 59 players
2025-11-06 09:06:16 -     Found 61 players
2025-11-06 09:06:20 -   >> Checkpoint saved: 95234 players
2025-11-06 09:06:20 - 
Processing 1998...
2025-11-06 09:06:24 -     Found 57 players
2025-11-06 09:06:30 -     Found 56 players
2025-11-06 09:06:36 -     Found 57 players
2025-11-06 09:06:41 -     Found 58 players
2025-11-06 09:06:46 -     Found 63 players
2025-11-06 09:06:49 -     Found 57 players
2025-11-06 09:06:58 -     Found 65 players
2025-11-06 09:07:10 -     Found 56 players
2025-11-06 09:07:16 -     Found 53 players
2025-11-06 09:07:22 -     Found 61 players
2025-11-06 09:07:29 -     Found 62 players
2025-11-06 09:07:35 -     Found 57 players
2025-11-06 09:07:39 -     Found 62 players
2025-11-06 09:07:45 -     Found 64 players
2025-11-06 09:07:51 -     Found 61 players
2025-11-06 09:07:57 -     Found 59 players
2025-11-06 09:08:04 -     Found 60 players
2025-11-06 09:08:08 -     Found 59 players
2025-11-06 09:08:15 -     Found 59 players
2025-11-06 09:08:21 -     Found 59 players
2025-11-06 09:08:28 -     Found 58 players
2025-11-06 09:08:34 -     Found 60 players
2025-11-06 09:08:41 -     Found 56 players
2025-11-06 09:08:47 -     Found 55 players
2025-11-06 09:08:54 -     Found 63 players
2025-11-06 09:09:00 -     Found 58 players
2025-11-06 09:09:05 -     Found 59 players
2025-11-06 09:09:09 -     Found 57 players
2025-11-06 09:09:14 -     Found 56 players
2025-11-06 09:09:19 -     Found 57 players
2025-11-06 09:09:23 -     Found 67 players
2025-11-06 09:09:25 -   >> Checkpoint saved: 97065 players
2025-11-06 09:09:25 - 
Processing 1999...
2025-11-06 09:09:31 -     Found 59 players
2025-11-06 09:09:39 -     Found 60 players
2025-11-06 09:09:44 -     Found 57 players
2025-11-06 09:09:48 -     Found 54 players
2025-11-06 09:09:51 -     Found 56 players
2025-11-06 09:09:56 -     Found 56 players
2025-11-06 09:10:04 -     Found 61 players
2025-11-06 09:10:08 -     Found 65 players
2025-11-06 09:10:13 -     Found 65 players
2025-11-06 09:10:20 -     Found 60 players
2025-11-06 09:10:25 -     Found 63 players
2025-11-06 09:10:32 -     Found 61 players
2025-11-06 09:10:35 -     Found 55 players
2025-11-06 09:10:42 -     Found 58 players
2025-11-06 09:10:50 -     Found 57 players
2025-11-06 09:10:54 -     Found 57 players
2025-11-06 09:10:58 -     Found 59 players
2025-11-06 09:11:04 -     Found 58 players
2025-11-06 09:11:11 -     Found 54 players
2025-11-06 09:11:18 -     Found 59 players
2025-11-06 09:11:22 -     Found 61 players
2025-11-06 09:11:29 -     Found 56 players
2025-11-06 09:11:34 -     Found 60 players
2025-11-06 09:11:38 -     Found 61 players
2025-11-06 09:11:46 -     Found 63 players
2025-11-06 09:11:51 -     Found 64 players
2025-11-06 09:11:55 -     Found 56 players
2025-11-06 09:12:11 -     Found 64 players
2025-11-06 09:12:17 -     Found 61 players
2025-11-06 09:12:25 -     Found 58 players
2025-11-06 09:12:30 -     Found 55 players
2025-11-06 09:12:37 -     Found 61 players
2025-11-06 09:12:40 -   >> Checkpoint saved: 98959 players
2025-11-06 09:12:40 - 
Processing 2000...
2025-11-06 09:12:46 -     Found 59 players
2025-11-06 09:12:53 -     Found 61 players
2025-11-06 09:13:00 -     Found 57 players
2025-11-06 09:13:07 -     Found 54 players
2025-11-06 09:13:11 -     Found 59 players
2025-11-06 09:13:18 -     Found 60 players
2025-11-06 09:13:22 -     Found 56 players
2025-11-06 09:13:26 -     Found 64 players
2025-11-06 09:13:30 -     Found 63 players
2025-11-06 09:13:34 -     Found 60 players
2025-11-06 09:13:38 -     Found 57 players
2025-11-06 09:13:42 -     Found 61 players
2025-11-06 09:13:50 -     Found 55 players
2025-11-06 09:13:55 -     Found 54 players
2025-11-06 09:14:02 -     Found 67 players
2025-11-06 09:14:09 -     Found 57 players
2025-11-06 09:14:13 -     Found 61 players
2025-11-06 09:14:20 -     Found 58 players
2025-11-06 09:14:24 -     Found 52 players
2025-11-06 09:14:31 -     Found 58 players
2025-11-06 09:14:35 -     Found 57 players
2025-11-06 09:14:40 -     Found 66 players
2025-11-06 09:14:46 -     Found 59 players
2025-11-06 09:14:54 -     Found 56 players
2025-11-06 09:14:58 -     Found 58 players
2025-11-06 09:15:05 -     Found 53 players
2025-11-06 09:15:08 -     Found 58 players
2025-11-06 09:15:13 -     Found 59 players
2025-11-06 09:15:21 -     Found 54 players
2025-11-06 09:15:29 -     Found 54 players
2025-11-06 09:15:34 -     Found 55 players
2025-11-06 09:15:38 -     Found 64 players
2025-11-06 09:15:41 -   >> Checkpoint saved: 100825 players
2025-11-06 09:15:41 - 
Processing 2001...
2025-11-06 09:15:47 -     Found 58 players
2025-11-06 09:15:52 -     Found 58 players
2025-11-06 09:15:59 -     Found 56 players
2025-11-06 09:16:06 -     Found 58 players
2025-11-06 09:16:09 -     Found 62 players
2025-11-06 09:16:14 -     Found 58 players
2025-11-06 09:16:21 -     Found 58 players
2025-11-06 09:16:27 -     Found 65 players
2025-11-06 09:16:32 -     Found 63 players
2025-11-06 09:16:35 -     Found 58 players
2025-11-06 09:16:42 -     Found 64 players
2025-11-06 09:16:49 -     Found 59 players
2025-11-06 09:16:53 -     Found 60 players
2025-11-06 09:16:57 -     Found 58 players
2025-11-06 09:17:00 -     Found 62 players
2025-11-06 09:17:06 -     Found 57 players
2025-11-06 09:17:14 -     Found 58 players
2025-11-06 09:17:18 -     Found 56 players
2025-11-06 09:17:23 -     Found 61 players
2025-11-06 09:17:30 -     Found 58 players
2025-11-06 09:17:37 -     Found 60 players
2025-11-06 09:17:40 -     Found 62 players
2025-11-06 09:17:45 -     Found 60 players
2025-11-06 09:17:49 -     Found 52 players
2025-11-06 09:17:55 -     Found 55 players
2025-11-06 09:18:02 -     Found 56 players
2025-11-06 09:18:09 -     Found 57 players
2025-11-06 09:18:15 -     Found 56 players
2025-11-06 09:18:20 -     Found 56 players
2025-11-06 09:18:26 -     Found 55 players
2025-11-06 09:18:32 -     Found 60 players
2025-11-06 09:18:36 -     Found 56 players
2025-11-06 09:18:38 -   >> Checkpoint saved: 102697 players
2025-11-06 09:18:38 - 
2025-11-06 09:18:38 - ================================================================================
2025-11-06 09:18:38 - SCRAPING COMPLETE
2025-11-06 09:18:38 - ================================================================================
2025-11-06 09:18:38 - Teams scraped: 906
2025-11-06 09:18:38 - Players extracted: 51392
2025-11-06 09:18:38 - Output file: data\lookups\ROSTER_lookup_historical.csv
